part_no,Part name,slno,section name,total electors,total part votes
256,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,TerracedBuildingFacingNorthwestwing",1,"1-Thandavarayapuram(R.V)And(P),Ward6,Annanagar 1",637,389
256,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,TerracedBuildingFacingNorthwestwing",2,"2-Thandavarayapuram(R.V)And(P),Ward7,PallivasalStreet 378",637,248
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",1,"1-Chockanathapuram(R.V)And(P),Ward1,NorthStreet 1",641,125
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",2,"2-Chockanathapuram(R.V)And(P),Ward1,MariammankoilStreet 134",641,76
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",3,"3-Chockanathapuram(R.V)And(P),Ward1,2SouthStreet 223",641,189
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",4,"4-Chockanathapuram(R.V)And(P),Ward1,PalayaChockanathapuram 412",641,120
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",5,"5-Chockanathapuram(R.V)And(P),Ward1,AmbethkarStreet 536",641,53
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",6,"6-Chockanathapuram(R.V)And(P),Ward1,2SouthKattukottai 589",641,34
257,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestNorthWing",7,"7-Chockanathapuram(R.V)And(P),Ward1,NorthKattukottai 625",641,44
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",1,"1-Chockanathapuram(R.V)And(P),Ward2,NorthStreet 1",550,98
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",2,"2-Chockanathapuram(R.V)And(P),Ward2,AsariStreet 90",550,32
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",3,"3-Chockanathapuram(R.V)And(P),Ward2,MariammankoilStreet 121",550,62
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",4,"4-Chockanathapuram(R.V)And(P),Ward2,UdayarStreet 175",550,126
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",5,"5-Chockanathapuram(R.V)And(P),Ward2,KamattaStreet 294",550,143
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",6,"6-Chockanathapuram(R.V)And(P),Ward2,PillaiyarKoilStreet 428",550,77
258,"PanchayatUnionElementarySchool-Chokkanathapuram-636108,TerracedBuildingFacingWestSouthWing",7,"8-Chockanathapuram(R.V)And(P),Ward2,SouthKattukottaigal 499",550,12
259,"PanchayatUnionElementarySchool-Mottur-636108,TiledBuildingFacingSouthEastWing",1,"1-Chockanathapuram(R.V)And(P),Ward3,NorthStreet 1",841,233
259,"PanchayatUnionElementarySchool-Mottur-636108,TiledBuildingFacingSouthEastWing",2,"2-Chockanathapuram(R.V)And(P),Ward2,3MariammankoilStreet 220",841,42
259,"PanchayatUnionElementarySchool-Mottur-636108,TiledBuildingFacingSouthEastWing",3,"3-Chockanathapuram(R.V)And(P),Ward3,SouthStreet 260",841,92
259,"PanchayatUnionElementarySchool-Mottur-636108,TiledBuildingFacingSouthEastWing",4,"4-Chockanathapuram(R.V)And(P),Ward3,AthurRasipuramRoad 351",841,27
259,"PanchayatUnionElementarySchool-Mottur-636108,TiledBuildingFacingSouthEastWing",5,"5-Chockanathapuram(R.V)And(P),Ward2,3SouthKattukottai 377",841,447
260,"PanchayatUnionElementarySchool-Echampatti-636107,TerracedBuildingFacingWestNorthWing",1,"1-Eachampatti(R.V)And(P),Ward1,NorthStreet 1",693,332
260,"PanchayatUnionElementarySchool-Echampatti-636107,TerracedBuildingFacingWestNorthWing",2,329,693,361
261,"PanchayatUnionElementarySchool-Echampatti-636107,TerracedBuildingFacingWestSouthWing",1,"1-Eachampatti(R.V)And(P),Ward3,AdhithiravidarSt.East,SouthKattukottai 1",1035,1035
262,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledCenterBuildingFacingEast",1,"1-Malliyakarai(R.V)And(P),Ward1,MalliakaraiNorthSt.ofNorthsidehouses 1",534,341
262,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledCenterBuildingFacingEast",2,"2-Malliyakarai(R.V)And(P),Ward1,NorthKattukottaigal,Santhaipettai 340",534,193
263,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEastNorthwing",1,"1-Malliyakarai(R.V)And(P),Ward2,Southside&NaduStreetEastofNorthSt. 1",664,236
263,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEastNorthwing",2,"2-Malliyakarai(R.V)And(P),Ward3,Southside&NaduStreetWestofNorthSt. 238",664,252
263,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEastNorthwing",3,485,664,176
264,"PanchayatUnionElementarySchool-Karutharajapalayam-636107,TerracedBuildingFacingNorthWestWing",1,"1 2 2-Malliyakarai(R.V)And(P),Ward6,KarutharajapalayamAdhithiravidarStreet 257 745 167
3-Malliyakarai(R.V)And(P),Ward6,KarutharajapalayamMainRd.NaduSt.North",743,263
264,"PanchayatUnionElementarySchool-Karutharajapalayam-636107,TerracedBuildingFacingNorthWestWing",2,"2-Malliyakarai(R.V)And(P),Ward6,KarutharajapalayamAdhithiravidarStreet 257",743,167
264,"PanchayatUnionElementarySchool-Karutharajapalayam-636107,TerracedBuildingFacingNorthWestWing",3,423,743,313
265,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEastNorthWing",1,"1-Malliyakarai(R.V)And(P),Ward2,Jenithanagar,EastKattukottaigal 1",733,500
265,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEastNorthWing",2,"2-Malliyakarai(R.V)And(P),Ward7,KumbalKattukottaigal 487",733,233
266,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEast",1,"1-Malliyakarai(R.V)And(P),Ward7,AdhithiravidarColony 1",776,93
266,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEast",2,"2-Malliyakarai(R.V)And(P),Ward7,South&WestKattukottaigal 91",776,208
266,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEast",3,"3-Malliyakarai(R.V)And(P),Ward7,MainRoad,NorthKattukottaigal 292",776,390
266,"PanchayatUnionElementarySchool-Malliakarai-636107,TiledBuildingFacingEast",4,"4-Malliyakarai(R.V)And(P),Ward7,NorthtoMalai 675",776,85
267,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,SSABuildingFacingEastNorthWing",1,"1-Arasanatham(R.V)And(P),Ward1,AdhithiravidarStreet 1",1106,615
267,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,SSABuildingFacingEastNorthWing",2,"2-Arasanatham(R.V)And(P),Ward1,PattavaramArea 610",1106,121
267,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,SSABuildingFacingEastNorthWing",3,"3-Arasanatham(R.V)And(P),Ward1,NewColony 728",1106,84
267,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,SSABuildingFacingEastNorthWing",4,"4-Arasanatham(R.V)And(P),Ward1,KaraimeduEastKattukottai 809",1106,231
267,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,SSABuildingFacingEastNorthWing",5,"5-Arasanatham(R.V)And(P),Ward1,KaraimeduArea 1038",1106,55
268,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedSSABuildingFacingEastSouthWing",1,"1-Arasanatham(R.V)And(P),Ward2,KaraimeduKattukottai 1",963,110
268,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedSSABuildingFacingEastSouthWing",2,"2-Arasanatham(R.V)And(P),Ward2,Kandhasamipudhur,EastKadu 112",963,215
268,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedSSABuildingFacingEastSouthWing",3,"319 4-Arasanatham(R.V)And(P),Ward2,Kandahasamipudhur(NorthSt.",963,127
268,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedSSABuildingFacingEastSouthWing",4,443 Ma.Ko.St.South),963,511
269,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedBuildingFacingWestNorthWing",1,"1-Arasanatham(R.V)And(P),Ward4,Govindarajapalayam(ArundathiyarSt.) 1",754,450
269,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedBuildingFacingWestNorthWing",2,"2-Arasanatham(R.V)And(P),Ward4,kattukottaigal 444",754,304
270,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedBuildingFacingwestsouthwing",1,"1-Arasanatham(R.V)And(P),Ward4,Govindharajapalayam(KudiTheru) 1",794,273
270,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedBuildingFacingwestsouthwing",2,"2-Arasanatham(R.V)And(P),Ward4,Udayarpalayam 275",794,429
270,"PanchayatUnionMiddleSchool-Govindarajapalayam-636107,TerracedBuildingFacingwestsouthwing",3,"3-Arasanatham(R.V)And(P),Ward4,MookkankuttaiKadu 703",794,92
271,"PanchayatUnionMiddleSchool-Oorandivalasu-636107,SSATerracedBuildingFacingNorthmiddleWingRoomNo.1",1,"1-Arasanatham(R.V)And(P),Ward3,Kandhasamipudhur,NorthKattukottaigal 1",739,255
271,"PanchayatUnionMiddleSchool-Oorandivalasu-636107,SSATerracedBuildingFacingNorthmiddleWingRoomNo.1",2,256,739,484
272,"PanchayatUnionMiddleSchool-Oorandivalasu-636107,SSATerracedBuildingFacingNorthmiddleWingRoomNo.2",1,"1-Arasanatham(R.V)And(P),Ward3,OorandivalasuOor 1",582,555
272,"PanchayatUnionMiddleSchool-Oorandivalasu-636107,SSATerracedBuildingFacingNorthmiddleWingRoomNo.2",2,999-OverseasElector 542,582,27
273,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedBuildingFacingSouthWestWing",1,"1-Seeliampatti(R.V)And(P),Ward1,ChellamuthuRiceMilltoAlamaramEast 1",653,138
273,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedBuildingFacingSouthWestWing",2,"2-Seeliampatti(R.V)And(P),Ward1,SeeliampattiNorthSt.toPanchayatBoard 138",653,215
273,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedBuildingFacingSouthWestWing",3,"3-Seeliampatti(R.V)And(P),Ward1,SeeliampattiNaduSt.NorthKattukottai 352",653,60
273,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedBuildingFacingSouthWestWing",4,"4-Seeliampatti(R.V)And(P),Ward2,SeeliampattiSouthStreet 412",653,98
273,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedBuildingFacingSouthWestWing",5,"5-Seeliampatti(R.V)And(P),Ward2,SeeliampattiSouthSt.NorthArea 510",653,142
274,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedNorthBuildingFacingWestSouthWing",1,"1-Seeliampatti(R.V)And(P),Ward2,SouthKattukottai 1",887,226
274,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedNorthBuildingFacingWestSouthWing",2,"226 3 3-Seeliampatti(R.V)And(P),Ward1,SouthKattukottai,SouthTharRoadArea 617 715 99",887,395
274,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedNorthBuildingFacingWestSouthWing",3,"3-Seeliampatti(R.V)And(P),Ward1,SouthKattukottai,SouthTharRoadArea 617",887,99
274,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedNorthBuildingFacingWestSouthWing",4,"4-Seeliampatti(R.V)And(P),Ward3,Malaiyampatti,KallumalaiAreaKattukottai 716",887,167
275,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestNorthWing",1,"1-Seeliampatti(R.V)And(P),Ward1,MalaiyampattiNorth,SouthuptoKalmalai 1",863,437
275,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestNorthWing",2,"2-Seeliampatti(R.V)And(P),Ward4,Pt.BoardUptoWestArunthathiar 432",863,213
275,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestNorthWing",3,643 4 999-OverseasElector 848 848 1,863,212
275,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestNorthWing",4,999-OverseasElector 848,863,1
276,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestSouthWing",1,"1 2-Seeliampatti(R.V)And(P),Ward5,VeeramuthuudayarkadutoPACBWestArea",704,294
276,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestSouthWing",2,"279 3 3-Seeliampatti(R.V)And(P),Ward5,HarijanaColony 549 685 137",704,272
276,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestSouthWing",3,"3-Seeliampatti(R.V)And(P),Ward5,HarijanaColony 549",704,137
276,"PanchayatUnionMiddleSchool-Seeliampatti-636107,TerracedSouthBuildingFacingWestSouthWing",4,999-OverseasElector 686,704,1
277,"PanchayatUnionElementarySchool-Seeliampattipudur-636107,TerracedBuildingFacingEastNorthWing",1,"1-Seeliampatti(R.V)And(P),Ward6,NorthSt.Seeliampattipudhur,North,South 1",727,382
277,"PanchayatUnionElementarySchool-Seeliampattipudur-636107,TerracedBuildingFacingEastNorthWing",2,"2-Seeliampatti(R.V)And(P),Ward6,Seeliampattipudhur,South,East&North 375",727,345
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",1,"1-Manjini(R.V)And(P),Ward1,EastStreet 1",917,214
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",2,"2-Manjini(R.V)And(P),Ward1,HarijanaStreet 212",917,121
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",3,"3-Manjini(R.V)And(P),Ward1,MusjeethStreet 332",917,52
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",4,"4-Manjini(R.V)And(P),Ward1,NorthStreet,NachiappaUdayarStreet 384",917,114
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",5,"5-Manjini(R.V)And(P),Ward2,VaidhiyapillaiSt.Mariammankoilstreet 494",917,222
278,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthWestWingRoomNo.2",6,"6-Manjini(R.V)And(P),Ward2,WaterTankStreet,NagarkoilStreet 717",917,194
279,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthEastwingRoomNo.1",1,"1-Manjini(R.V)And(P),Ward2,HarijanaStreet 1",1078,187
279,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthEastwingRoomNo.1",2,"2-Manjini(R.V)And(P),Ward3,PungavadiMainRoad 188",1078,310
279,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthEastwingRoomNo.1",3,"3-Manjini(R.V)And(P),Ward3,OddarStreet 483",1078,186
279,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthEastwingRoomNo.1",4,"4-Manjini(R.V)And(P),Ward3,WestStreet,MarudhaudayarStreet 669",1078,277
279,"GovernmentHigherSecondarySchool-Manjini-636141,NewTerracedBuildingFacingNorthEastwingRoomNo.1",5,"5-Manjini(R.V)And(P),Ward3,OddarStreet,KaliammankoilArea 934",1078,118
280,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthWestWingRoomNo.24",1,"1-Manjini(R.V)And(P),Ward4,GovernorThoppu 1",619,348
280,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthWestWingRoomNo.24",2,"2-Manjini(R.V)And(P),Ward4,ValkaraduKattuArea 321",619,170
280,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthWestWingRoomNo.24",3,"3-Manjini(R.V)And(P),Ward4,KaliammankoilKattuArea 486",619,101
281,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",1,"1-Manjini(R.V)And(P),Ward4,YerikaduKattuArea 1",599,344
281,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",2,"2-Manjini(R.V)And(P),Ward4,PananjalaikaduEastArea 333",599,76
281,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",3,"3-Manjini(R.V)And(P),Ward4,IndhiranagarColony 410",599,79
281,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",4,"4-Manjini(R.V)And(P),Ward4,Manikandapuram,TrichyMainRd.kattuArea 480",599,100
282,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingNorthWestWing",1,"1-Pungavadi(R.V)And(P),Ward1,MariammanKoilStreet 1",1039,515
282,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingNorthWestWing",2,"2-Pungavadi(R.V)And(P),Ward1,MadhakoilStreet 509",1039,187
282,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingNorthWestWing",3,"3-Pungavadi(R.V)And(P),Ward2,SouthStreet 695",1039,336
282,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingNorthWestWing",4,999-OverseasElector 1024,1039,1
283,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingEastSouthwing",1,"1-Pungavadi(R.V)And(P),Ward2,RajaStreet,OddarStreet 1",734,229
283,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingEastSouthwing",2,"2-Pungavadi(R.V)And(P),Ward2,MooppanarkoilStreet 232",734,151
283,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingEastSouthwing",3,"3-Pungavadi(R.V)And(P),Ward2,AmbethkarColony 387",734,50
283,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingEastSouthwing",4,"4-Pungavadi(R.V)And(P),M.G.R.Colony,NewColony 437",734,304
284,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingWestNorthWing",1,"1-Pungavadi(R.V)And(P),Ward3,NorthStreet 1",560,221
284,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingWestNorthWing",2,"2-Pungavadi(R.V)And(P),Ward3,MoopparStreet 220",560,145
284,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingWestNorthWing",3,"3-Pungavadi(R.V)And(P),Ward1,2,3,MadhakoilStreet,Rajastreet 359",560,102
284,"PanchayatUnionMiddleSchool-Pungavadi-636141,TerracedBuildingFacingWestNorthWing",4,"4-Pungavadi(R.V)And(P),Ward2,3,SouthStreet 456",560,92
285,"PanchayatUnionMiddleSchool-Pungavadi-636141,SSATerracedBuildingFacingeastmiddleWing",1,"1-Pungavadi(R.V)And(P),Ward2,3,OddarStreet,GounderSandhu 1",681,681
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",1,"1-Keeripatti(TP),Ward1,PalaniyandavarKoilStreet 1",640,172
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",2,"2-Keeripatti(TP),Ward1,IraniyapadayachiStreet 171",640,75
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",3,"3-Keeripatti(TP),Ward1,JayaramanStreet 242",640,30
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",4,"4-Keeripatti(TP),Ward1,MunisiffStreet 273",640,31
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",5,"5-Keeripatti(TP),Ward1,SalavaikkalStreet 303",640,47
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",6,"6-Keeripatti(TP),Ward1,,DhandapaniKoilStreet 349",640,11
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",7,"7-Keeripatti(TP),Ward3,VicePresidentStreet 356",640,64
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",8,"8-Keeripatti(TP),Ward3,BaluchettiStreet 415",640,52
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",9,"9-Keeripatti(TP),Ward3,AngalammanKoilStreet 466",640,84
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",10,"10-Keeripatti(TP),Ward3,OdaiStreet 543",640,44
286,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingWestSouthWing",11,"11-Keeripatti(TP),Ward3,PostOfficeStreet 585",640,30
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",1,"1-Keeripatti(TP),Ward4,AdhithiravidarStreet 1",865,534
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",2,"2-Keeripatti(TP),Ward7,PostOfficeStreet 523",865,93
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",3,"3-Keeripatti(TP),Ward7,mamshaSahibStreet 616",865,23
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",4,"4-Keeripatti(TP),Ward7,ChinnasamiSandhu 636",865,46
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",5,"5-Keeripatti(TP),Ward7,AsariSandhu 678",865,55
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",6,"6-Keeripatti(TP),Ward7,PandarapajanaimadamStreet 734",865,55
287,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingeast",7,"7-Keeripatti(TP),Ward7,AathumadamStreet 780",865,59
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",1,"1-Keeripatti(TP),Ward2,EllappaAsaryStreet 1",640,83
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",2,"2-Keeripatti(TP),Ward2,KariappanStreet 81",640,57
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",3,"3-Keeripatti(TP),Ward2,RajutailorStreet 138",640,56
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",4,"4-Keeripatti(TP),Ward2,MannudayarStreet 189",640,89
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",5,"5-Keeripatti(TP),Ward2,KandhasamiPillaiStreet 274",640,79
288,"GovernmentHigherSecondarySchool-Manjini-636141,SSABuildingFacingSouthEastWing",6,"6-Keeripatti(TP),Ward5,ArunthathiarStreet 349",640,276
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",1,"1-Keeripatti(TP),Ward5,PalanisamiStreet 1",667,166
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",2,"2-Keeripatti(TP),Ward5,MariammankoilStreet 167",667,35
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",3,"3-Keeripatti(TP),Ward6,NayakkarStreet 201",667,51
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",4,"4-Keeripatti(TP),Ward6,AppayiPandaramStreet 249",667,181
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",5,"5-Keeripatti(TP),Ward6,AlagappanStreet 426",667,100
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",6,"6-Keeripatti(TP),Ward6,KandhanStreet 526",667,44
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",7,"7-Keeripatti(TP),Ward6,OddarStreet 570",667,43
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",8,"8-Keeripatti(TP),Ward14,KoothanStreet 614",667,12
289,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingWestEastBuildingMiddleWing",9,"9-Keeripatti(TP),Ward15,MariammanKoilStreet 626",667,35
290,"GovernmentHigherSecondarySchool-Keeripatti636107,TerracedBuildingFacingEastNorthWingRoomNo.3",1,"1-Keeripatti(TP),Ward15,NorthKattukottaigal 1",541,541
291,"GovernmentTribleResidenceElementarySchool,Keelthombai-636107erracedBuildingFacingSouthMiddleWing",1,"1-Keeripatti(TP),Ward10,Keelthombai,Melthombai 1",737,737
292,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingEastNorthWingRoomNo.2",1,"1-Keeripatti(TP),Ward8,SouthKattukottaiArea 1",514,514
293,"GovernmentHigherSecondarySchool,Keeripatti-636107TerracedCenterBuildingFacingEastNorthWing",1,"1-Keeripatti(TP),Ward9,AnnanagarKattukottaiArea 1",741,510
293,"GovernmentHigherSecondarySchool,Keeripatti-636107TerracedCenterBuildingFacingEastNorthWing",2,"2-Keeripatti(TP),Ward14,KattukottaiArea 490",741,231
294,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingNorthWestWing",1,"1-Keeripatti(TP),Ward12,13,WestKattukottaiArea 1",638,638
295,"GovernmentHigherSecondarySchool-Keeripatti-636107,TerracedBuildingFacingNorthSouthBuildingEastWingRoomNo-44",1,"1-Keeripatti(TP),Ward12,13,WestKattukottaiArea 1",822,822
296,"PanchayatUnionElementarySchool-Keeripatti-636107,TerracedBuildingFacingNorthEastWing",1,"1-Keeripatti(TP),Ward11,KattukottaiArea(D.No.1to11-238) 1",652,652
297,"PanchayatUnionElementarySchool,Keeripatti-636107TiledBuildingFacingSouthMiddleWing",1,"1-1.Keeripatti(TP)Ward11,KattukottaiArea(D.No.12to1238) 1",493,358
297,"PanchayatUnionElementarySchool,Keeripatti-636107TiledBuildingFacingSouthMiddleWing",2,"2-Keeripatti(TP),Ward11,KoranikaraduArea 368",493,57
297,"PanchayatUnionElementarySchool,Keeripatti-636107TiledBuildingFacingSouthMiddleWing",3,"3-Keeripatti(TP),Ward11,MelkanavaiKattukottaiArea 436",493,78
298,"GovernmentHigherSecSchool-NainarpalayamPaithurNorth(1stward)-636141,SSABuildingFacingNorthWestwing",1,"1-Paithur(R.V)And(P),Ward1,Nainarpalayam 1",656,498
298,"GovernmentHigherSecSchool-NainarpalayamPaithurNorth(1stward)-636141,SSABuildingFacingNorthWestwing",2,"2-Paithur(R.V)And(P),Ward1,Kattukottai2 499",656,158
299,"PanchayatUnionElementarySchool-NainarpalayamPaithurNorth-636141,NewSSABuildingFacingNorth",1,"1-Paithur(R.V)And(P),Ward1,Kattukottai1 1",531,319
299,"PanchayatUnionElementarySchool-NainarpalayamPaithurNorth-636141,NewSSABuildingFacingNorth",2,"2-Paithur(R.V)And(P),Ward1,BaiShop 315",531,37
